256871	73.1.179.252	6500
261005	147.154.211.122	0
284356	75.93.44.22	0
501831	221.47.87.167	0
609064	65.173.52.82	0
636936	140.53.177.51	0
657650	158.85.19.225	7545
685739	69.12.213.239	0
846030	65.173.52.97	0
1068865	161.69.48.219	0
1182149	161.69.48.219	0
1577824	68.171.243.249	0
1584675	216.201.0.158	0
1666429	109.147.8.86	0
1991481	101.44.138.51	0
2041595	207.136.152.143	0
2057209	108.119.31.200	0
2145031	101.229.117.93	0
2146718	216.30.76.240	0
2303361	97.225.235.156	0
2360931	126.41.121.34	0
2434624	76.81.97.149	0
2436098	112.151.170.1	0
2582950	3.223.83.32	0
2662354	100.164.7.159	0
2678895	140.12.150.28	0
2718415	146.9.216.166	8796
2809244	43.139.101.117	0
2950110	137.227.197.106	0
3036653	73.111.224.189	0
3073239	216.1.40.182	0
3177201	36.4.210.179	0
3186969	106.84.39.5	0
3189861	220.27.80.224	0
3206894	85.234.223.9	0
3251166	43.139.101.97	0
3378034	74.83.45.102	0
3415395	155.180.188.5	0
3516472	99.158.44.21	0
3561331	207.136.225.103	0
3587280	134.9.62.74	0
4036870	195.113.108.194	0
4165170	104.210.221.179	0
4166932	127.211.33.150	0
4335855	183.150.185.156	0
4535883	216.223.148.34	0
4589219	43.139.101.142	0
4785479	116.181.5.194	0
4905462	120.172.25.132	0
5125504	1.108.124.228	0
5126879	43.43.33.119	0
5142770	111.205.85.8	0
5196342	1.108.65.210	0
5249013	73.111.225.127	0
5337133	1.108.124.171	0
5435301	67.135.168.206	0
5522485	137.161.251.248	0
5547116	89.65.198.226	4547
5671343	70.254.117.105	0
5838235	119.235.85.213	0
6266538	198.201.95.31	0
6288608	161.69.48.219	0
6633792	161.69.48.219	0
6635546	95.163.145.143	0
6693332	203.36.197.245	0
6722954	106.84.38.212	0
6777369	97.210.211.217	0
6856967	210.29.63.166	0
6857736	161.69.48.219	0
7156173	139.146.145.16	0
7474890	161.69.48.219	0
7495095	69.12.251.34	0
7607115	210.29.60.16	0
7803755	158.10.87.86	0
7963638	128.49.249.142	0
7985103	161.69.48.219	0
8007071	73.159.240.172	0
8319894	130.20.231.167	0
8648837	101.229.117.93	0
8924363	139.146.145.25	3256
9116258	28.70.155.143	0
9136877	139.146.145.24	0
9385316	161.69.48.219	0
9631203	191.80.101.157	0
9632072	111.37.249.120	0
9748222	15.79.23.158	0
9875998	112.151.170.23	0
9879019	161.69.48.219	0
10251292	73.9.198.178	0
10252496	106.84.38.251	0
10342630	109.48.13.89	0
10566314	122.157.76.175	0
10609278	210.29.63.70	0
10895186	198.88.218.136	0
11009356	161.69.48.219	0
11207091	28.68.62.213	0
11209496	161.69.48.219	0
11233562	74.79.109.161	4897
11381782	64.49.62.59	0
11562613	143.170.14.202	0
11577297	119.250.17.20	0
11734961	220.27.80.206	0
11864495	210.29.63.121	0
11930275	146.49.160.95	0
11949768	140.204.103.40	0
12144201	146.51.120.218	0
12146118	153.193.44.150	0
12262447	210.29.63.72	0
12289310	39.206.249.164	0
12602742	111.37.250.152	0
12650459	161.69.48.219	9854
12665749	114.197.159.227	0
12723234	161.69.48.219	0
12806139	39.220.97.212	0
12868563	60.152.129.96	0
13140422	153.139.206.35	0
13169585	70.233.157.34	0
13405950	216.17.223.194	0
13557454	55.226.5.132	0
13636642	207.158.181.68	0
13916131	140.123.113.209	0
13928872	146.9.66.124	0
14024062	137.229.183.145	0
14162487	211.79.54.84	0
14269215	43.140.96.186	0
14444508	216.1.40.160	0
14466362	161.69.48.219	0
14540749	130.19.75.3	0
14584058	183.182.188.195	0
14607685	111.63.128.109	0
14693674	112.83.105.169	0
14715909	73.219.230.30	0
